Station_ID,MLRA,LRU
USC00472996,105,105
USC00472165,105,105
USC00470855,105,105
USC00470882,105,105
USC00470124,105,105
USC00475563,105,105
USC00472279,105,105
USC00470382,105,105
USC00472425,105,105
USW00014991,105,105
USC00475335,105,105
USC00471578,105,105
USC00471308,105,105
USC00477174,105,105
USC00132235,104,104
USC00138062,104,104
USC00134963,104,104
USC00138632,104,104
USC00130600,104,104
USW00014990,104,104
USC00138296,104,104
USC00131319,104,104
USC00131704,104,104
USC00133120,104,104
USC00130213,104,104
USW00094988,104,104
USC00138568,104,104
USC00131742,104,104
USC00131705,104,104
USC00133487,104,104
USC00135086,104,104
USC00134049,104,104
USW00094910,104,104
USC00136492,104,104
USC00137892,104,104
USC00136200,104,104
USC00136199,104,104
USC00130157,104,104
USC00132388,104,104
USC00133584,104,104
USC00138339,104,104
USC00134094,104,104
USC00135952,104,104
USC00138742,104,104
USC00131402,104,104
USC00135232,104,104
USC00135230,104,104
USC00136305,104,104
USC00137326,104,104
USC00131954,104,104
USC00136103,104,104
USC00210355,104,104
USC00213290,104,104
USC00211174,104,104
USC00216822,104,104
USC00130241,103,103
USC00132209,103,103
USC00136566,103,103
USC00130203,103,103
USW00094989,103,103
USC00131710,103,103
USC00130200,103,103
USC00134228,103,103
USC00130807,103,103
USC00131233,103,103
USC00139750,103,103
USC00133623,103,103
USC00134244,103,103
USC00132573,103,103
USC00137161,103,103
USC00130999,103,103
USC00137312,103,103
USC00138806,103,103
USC00139062,103,103
USC00134142,103,103
USC00132999,103,103
USC00136755,103,103
USC00137979,103,103
USC00133985,103,103
USC00133980,103,103
USC00131541,103,103
USC00136719,103,103
USC00137726,103,103
USC00134308,103,103
USC00130133,103,103
USC00130923,103,103
USC00132689,103,103
USW00014940,103,103
USC00137844,103,103
USC00138270,103,103
USC00132977,103,103
USC00135493,103,103
USC00138026,103,103
USC00132724,103,103
USW00094971,103,103
USC00136190,103,103
USC00134557,103,103
USC00137859,103,103
USC00137664,103,103
USC00134561,103,103
USC00210981,103,103
USC00210075,103,103
USC00212698,103,103
USC00219170,103,103
USC00210852,103,103
USC00214453,103,103
USC00218808,103,103
USC00219046,103,103
USC00219033,103,103
USC00210157,103,103
USC00217326,103,103
USC00218692,103,103
USC00216287,103,103
USC00215073,103,103
USC00214546,103,103
USC00217907,103,103
USC00215887,103,103
USC00212721,103,103
USC00217405,103,103
USC00215590,103,103
USC00215571,103,103
USC00215204,103,103
USC00218520,103,103
USC00216839,103,103
USW00014992,103,103
USC00213076,103,103
USC00215482,103,103
USC00214176,103,103
USC00211065,103,103
USC00218025,103,103
USC00216152,103,103
USC00211465,103,103
USC00219208,103,103
USC00211468,103,103
USC00213311,103,103
USC00211448,103,103
USC00213962,103,103
USC00217935,103,103
USC00219085,103,103
USC00215838,103,103
USC00212088,103,103
USC00211669,103,103
USC00212023,103,103
USC00217020,103,103
USC00219004,103,103
USC00214778,103,103
USC00211107,103,103
USC00309189,101,101
USC00304575,101,101
USC00303033,101,101
USC00306525,101,101
USC00303354,101,101
USW00014747,101,101
USC00307750,101,101
USC00301974,101,101
USW00094704,101,101
USW00054778,101,101
USC00301595,101,101
USC00304836,101,101
USC00301752,101,101
USC00305597,101,101
USC00300331,101,101
USC00302031,101,101
USC00303955,101,101
USC00301436,101,101
USC00308625,101,101
USC00305512,101,101
USC00301152,101,101
USC00303184,101,101
USC00308987,101,101
USC00301424,101,101
USC00300343,101,101
USC00306464,101,101
USC00300321,101,101
USC00307780,101,101
USC00308586,101,101
USC00301265,101,101
USW00014733,101,101
USC00308839,101,101
USC00306047,101,101
USC00300443,101,101
USC00308386,101,101
USC00305679,101,101
USC00301580,101,101
USC00304952,101,101
USC00305840,101,101
USW00004724,101,101
USW00014771,101,101
USW00014768,101,101
USC00304844,101,101
USW00094794,101,101
USC00300379,101,101
USC00304849,101,101
USC00307842,101,101
USC00305751,101,101
USW00014717,101,101
USW00064775,101,101
USC00300870,101,101
USC00309507,101,101
USC00309690,101,101
USC00300055,101,101
USC00302047,101,101
USW00054773,101,101
USC00306314,101,101
USC00206220,92,92
USC00206228,92,92
USC00212246,92,92
USC00218419,92,92
USC00210564,92,92
USC00472889,92,92
USC00476413,92,92
USC00471131,92,92
USW00094929,92,92
USC00470347,92,92
USC00470349,92,92
USC00478349,92,92
USC00474953,92,92
USC00476772,92,92
USC00470603,92,92
USC00479319,89,89
USC00475178,89,89
USC00472973,89,89
USC00475786,89,89
USW00054903,89,89
USC00473405,89,89
USC00475164,89,89
USC00470456,89,89
USW00004826,89,89
USC00479335,89,89
USC00479345,89,89
USC00473471,89,89
USC00478171,89,89
USC00476859,89,89
USC00210059,88,88
USC00217460,88,88
USC00212842,88,88
USC00211840,88,88
USW00094931,88,88
USC00219059,88,88
USC00211776,88,88
USC00216795,88,88
USC00211771,88,88
USC00210746,88,88
USC00218700,88,88
USC00218254,88,88
USC00214809,88,88
USW00014918,88,88
USC00211250,88,88
USC00214008,88,88
USC00210515,88,88
USW00094961,88,88
USC00218679,88,88
USC00340292,85,85
USC00342011,85,85
USC00347214,85,85
USC00341745,85,85
USC00419962,85,85
USC00418646,85,85
USC00414792,85,85
USW00003902,85,85
USC00415018,85,85
USC00416367,85,85
USW00003933,85,85
USC00411990,85,85
USC00417017,85,85
USC00413171,85,85
USC00413485,85,85
USC00415757,85,85
USC00413614,85,85
USC00413005,85,85
USC00411580,85,85
USC00412088,85,85
USC00416140,85,85
USC00414390,85,85
USC00413884,85,85
USC00411138,85,85
USC00412086,85,85
USC00419715,85,85
USC00415845,85,85
USC00414866,85,85
USC00411625,85,85
USC00411800,85,85
USC00412096,85,85
USC00410129,85,85
USC00410691,85,85
USW00013911,85,85
USC00417550,85,85
USW00013961,85,85
USC00413285,85,85
USW00053909,85,85
USC00417659,85,85
USC00414679,85,85
USW00003991,85,85
USC00419286,85,85
USC00416130,85,85
USC00146169,79,79
USC00148670,79,79
USW00003957,79,79
USC00141795,79,79
USC00140679,79,79
USC00149202,79,79
USC00146305,79,79
USC00145870,79,79
USC00148911,79,79
USC00143545,79,79
USC00143239,79,79
USC00144313,79,79
USC00146549,79,79
USW00003928,79,79
USC00141467,79,79
USC00146573,79,79
USC00148257,79,79
USC00148245,79,79
USC00145539,79,79
USC00144333,79,79
USC00143930,79,79
USC00140326,79,79
USC00143366,79,79
USW00013986,79,79
USC00143929,79,79
USC00143847,79,79
USC00147796,79,79
USC00141395,76,76
USC00148964,76,76
USC00141239,76,76
USC00143248,76,76
USC00143822,76,76
USC00147534,76,76
USC00140637,76,76
USC00140447,76,76
USC00146979,76,76
USC00142401,76,76
USC00142622,76,76
USC00148114,76,76
USC00141351,76,76
USC00149020,76,76
USC00144937,76,76
USC00145069,76,76
USC00141858,76,76
USC00147075,76,76
USC00142472,76,76
USC00148061,76,76
USC00142267,76,76
USC00141202,76,76
USC00141867,76,76
USC00141425,76,76
USC00142602,76,76
USC00145132,76,76
USW00053974,76,76
USW00003936,76,76
USC00144972,76,76
USC00148563,76,76
USC00148259,76,76
USC00142519,76,76
USC00146679,76,76
USC00146014,76,76
USC00142848,76,76
USC00146217,76,76
USC00140911,76,76
USC00341256,76,76
USC00343250,76,76
USC00343909,76,76
USC00147248,75,75
USC00141941,75,75
USC00148578,75,75
USC00140682,75,75
USC00143323,75,75
USC00254043,75,75
USC00253589,75,75
USC00258320,75,75
USC00253485,75,75
USC00252820,75,75
USC00257070,75,75
USC00253735,75,75
USC00255840,75,75
USC00250961,75,75
USC00257002,75,75
USC00251240,75,75
USC00258735,75,75
USC00252306,75,75
USC00250427,75,75
USC00253910,75,75
USC00251680,75,75
USC00255565,75,75
USC00251684,75,75
USC00250810,75,75
USC00253175,75,75
USW00094949,75,75
USC00252840,75,75
USC00253660,75,75
USC00253065,75,75
USC00250445,75,75
USC00259510,75,75
USC00251065,75,75
USC00258745,75,75
USC00257715,75,75
USC00259513,75,75
USC00253461,75,75
USC00256837,75,75
USC00258328,75,75
USC00256375,75,75
USC00257751,75,75
USC00252205,75,75
USC00140313,74,74
USW00013932,74,74
USC00146907,74,74
USW00003974,74,74
USC00147313,74,74
USC00146524,74,74
USC00145744,74,74
USC00142396,74,74
USC00143620,74,74
USC00146292,74,74
USC00143974,74,74
USC00142773,74,74
USC00143134,74,74
USC00148950,74,74
USC00143667,74,74
USC00145152,74,74
USC00145039,74,74
USC00142276,74,74
USC00144729,74,74
USC00142135,74,74
USC00144735,74,74
USC00144178,74,74
USC00148935,74,74
USC00143594,74,74
USC00142478,74,74
USC00142459,74,74
USC00147551,74,74
USC00141057,74,74
USC00148802,74,74
USW00003919,74,74
USC00140195,74,74
USC00142574,74,74
USC00140010,74,74
USC00141435,74,74
USC00145768,74,74
USC00148086,74,74
USC00145306,74,74
USC00145363,74,74
USC00144802,74,74
USC00148503,74,74
USC00145335,74,74
USC00141559,74,74
USC00142652,74,74
USC00141593,74,74
USC00141632,74,74
USC00145863,74,74
USC00140073,74,74
USC00145171,73,73
USC00141104,73,73
USC00145421,73,73
USW00013985,73,73
USC00145920,73,73
USC00140676,73,73
USC00144161,73,73
USC00144166,73,73
USC00144530,73,73
USC00147192,73,73
USC00144087,73,73
USC00141141,73,73
USC00140620,73,73
USC00141452,73,73
USC00143223,73,73
USC00143218,73,73
USC00140119,73,73
USC00145692,73,73
USC00140135,73,73
USC00141536,73,73
USC00143037,73,73
USC00140865,73,73
USC00145115,73,73
USC00142938,73,73
USC00148323,73,73
USC00146685,73,73
USC00144821,73,73
USC00141068,73,73
USC00141383,73,73
USC00143527,73,73
USC00143523,73,73
USW00093997,73,73
USC00147042,73,73
USC00141730,73,73
USC00141355,73,73
USC00142452,73,73
USC00148946,73,73
USC00144712,73,73
USC00148026,73,73
USC00148495,73,73
USC00146637,73,73
USC00144893,73,73
USC00145628,73,73
USC00147140,73,73
USC00140535,73,73
USC00148498,73,73
USC00143897,73,73
USC00141875,73,73
USC00146435,73,73
USC00146192,73,73
USC00141999,73,73
USC00143665,73,73
USC00143088,73,73
USW00093990,73,73
USC00145483,73,73
USC00148648,73,73
USC00146088,73,73
USC00147832,73,73
USC00140200,73,73
USC00140693,73,73
USC00140201,73,73
USC00143100,73,73
USC00141371,73,73
USW00013984,73,73
USC00141761,73,73
USC00144642,73,73
USC00142213,73,73
USC00143997,73,73
USC00144357,73,73
USC00144775,73,73
USC00144089,73,73
USC00142086,73,73
USC00146374,73,73
USC00145856,73,73
USC00146378,73,73
USC00147542,73,73
USC00141874,73,73
USC00144982,73,73
USC00145852,73,73
USC00144598,73,73
USC00145787,73,73
USC00145906,73,73
USC00141179,73,73
USC00144857,73,73
USC00142592,73,73
USC00144807,73,73
USC00255780,73,73
USC00253595,73,73
USC00253037,73,73
USC00259325,73,73
USC00250640,73,73
USC00256365,73,73
USC00252560,73,73
USC00251415,73,73
USC00256454,73,73
USC00255388,73,73
USC00255311,73,73
USC00252690,73,73
USC00258215,73,73
USC00252100,73,73
USC00252790,73,73
USC00255655,73,73
USC00256075,73,73
USC00054076,72,72
USC00050306,72,72
USC00050301,72,72
USW00003026,72,72
USC00051121,72,72
USC00054380,72,72
USC00050834,72,72
USC00054242,72,72
USC00058613,72,72
USC00059243,72,72
USC00059295,72,72
USC00050109,72,72
USC00059297,72,72
USC00051620,72,72
USC00054945,72,72
USC00054082,72,72
USC00052947,72,72
USC00052944,72,72
USC00057515,72,72
USC00051996,72,72
USC00055934,72,72
USC00054413,72,72
USC00146813,72,72
USC00146808,72,72
USC00147922,72,72
USC00140800,72,72
USC00140802,72,72
USC00144114,72,72
USC00148287,72,72
USC00141522,72,72
USW00023064,72,72
USC00144464,72,72
USC00148038,72,72
USC00142980,72,72
USC00148235,72,72
USC00144665,72,72
USC00147271,72,72
USC00143554,72,72
USC00148240,72,72
USC00144073,72,72
USC00145892,72,72
USW00003067,72,72
USC00147397,72,72
USC00148535,72,72
USC00147049,72,72
USC00143175,72,72
USC00147050,72,72
USC00148988,72,72
USC00145888,72,72
USC00143156,72,72
USC00145355,72,72
USC00143837,72,72
USW00023065,72,72
USC00141029,72,72
USC00141699,72,72
USC00146787,72,72
USC00147904,72,72
USC00140836,72,72
USC00140441,72,72
USC00147093,72,72
USC00145127,72,72
USC00140439,72,72
USC00147095,72,72
USC00253515,72,72
USC00250760,72,72
USC00258255,72,72
USC00258628,72,72
USW00094040,72,72
USC00255312,72,72
USC00252065,72,72
USC00255269,72,72
USC00256552,72,72
USC00256480,72,72
USC00257110,72,72
USC00259020,72,72
USC00252741,72,72
USW00024091,72,72
USC00254110,72,72
USW00024020,72,72
USC00254604,72,72
USC00259115,72,72
USC00258920,72,72
USC00255090,72,72
USC00251361,72,72
USC00250865,72,72
USC00251602,72,72
USW00024030,72,72
USC00253810,72,72
USC00256585,72,72
USC00256200,72,72
USC00254900,72,72
USC00256880,72,72
USC00257830,72,72
USC00254440,72,72
USC00256390,72,72
USC00251450,71,71
USC00254335,71,71
USC00256439,71,71
USC00259440,71,71
USC00255525,71,71
USW00014935,71,71
USC00257040,71,71
USC00251560,71,71
USC00256167,71,71
USC00252166,71,71
USC00257515,71,71
USC00255250,71,71
USC00254985,71,71
USC00254986,71,71
USC00259382,71,71
USC00251200,71,71
USC00250355,71,71
USC00250320,71,71
USW00094946,71,71
USC00256040,71,71
USC00251835,71,71
USC00256336,71,71
USW00094958,71,71
USC00258455,71,71
USC00251345,71,71
USW00023070,69,69
USC00058290,69,69
USC00054726,69,69
USW00003063,69,69
USC00054724,69,69
USC00057167,69,69
USW00023067,69,69
USC00054388,69,69
USC00054834,69,69
USW00003013,69,69
USC00054770,69,69
USC00051539,69,69
USC00053079,69,69
USC00056131,69,69
USC00056765,69,69
USW00093058,69,69
USC00058157,69,69
USC00050839,69,69
USC00053828,69,69
USC00051294,69,69
USC00056136,69,69
USC00053063,69,69
USC00256290,66,66
USC00256328,66,66
USC00250050,66,66
USC00255925,66,66
USC00258090,66,66
USC00258751,66,66
USW00024032,66,66
USC00251365,66,66
USC00395638,66,66
USC00393574,66,66
USC00393452,66,66
USC00395620,66,66
USC00253365,65,65
USW00024023,65,65
USC00254455,65,65
USC00258133,65,65
USC00253425,65,65
USC00258650,65,65
USC00250365,65,65
USC00250245,65,65
USC00252000,65,65
USC00252770,65,65
USC00250525,65,65
USC00251130,65,65
USC00254100,65,65
USC00255700,65,65
USC00254101,65,65
USC00252645,65,65
USC00256970,65,65
USW00094079,65,65
USC00252680,65,65
USC00258360,65,65
USC00251590,65,65
USC00257318,65,65
USC00255702,65,65
USC00252647,65,65
USC00251213,65,65
USC00252646,65,65
USC00250420,65,65
USC00258755,65,65
USC00255868,65,65
USC00255470,65,65
USC00254432,65,65
USC00254865,64,64
USW00024044,64,64
USC00250130,64,64
USC00250138,64,64
USC00256765,64,64
USC00253755,64,64
USC00250030,64,64
USW00094077,64,64
USC00253715,64,64
USC00253015,64,64
USC00253710,64,64
USC00253615,64,64
USC00251973,64,64
USC00253617,64,64
USC00257415,64,64
USC00253355,64,64
USW00094039,64,64
USC00396227,64,64
USC00395281,64,64
USC00395285,64,64
USC00395154,64,64
USC00396736,64,64
USC00394983,64,64
USC00394184,64,64
USC00488997,64,64
USC00485088,64,64
USC00483936,64,64
USC00485830,64,64
USC00399347,62,62
USW00094032,62,62
USC00392087,62,62
USC00395870,62,62
USC00393868,62,62
USC00392231,62,62
USC00396427,62,62
USC00394343,62,62
USC00397227,62,62
USC00394834,62,62
USC00392207,62,62
USC00392209,62,62
USC00488705,62,62
USW00094088,62,62
USC00394007,61,61
USC00392565,61,61
USC00396947,61,61
USC00390554,61,61
USC00397882,61,61
USC00489208,61,61
USC00482466,61,61
USC00484760,61,61
USC00211691,57,57
USC00215325,57,57
USC00213411,57,57
USC00215902,57,57
USC00212050,57,57
USC00218191,57,57
USC00218618,57,57
USC00218621,57,57
USC00214106,57,57
USC00213303,57,57
USC00214652,57,57
USC00216612,57,57
USC00211374,57,57
USC00210643,57,57
USC00212916,57,57
USC00215175,57,57
USC00210809,57,57
USC00215989,57,57
USC00214233,57,57
USC00218907,56,56
USC00218947,56,56
USC00211245,56,56
USC00210973,56,56
USC00215586,56,56
USC00213104,56,56
USC00210018,56,56
USC00211891,56,56
USC00216148,56,56
USC00216787,56,56
USC00218247,56,56
USC00210050,56,56
USW00004994,56,56
USC00210252,56,56
USC00213455,56,56
USC00217087,56,56
USC00211303,56,56
USC00323908,56,56
USC00325186,56,56
USC00329100,56,56
USC00325754,56,56
USC00320005,56,56
USC00321477,56,56
USC00321408,56,56
USW00014914,56,56
USC00324203,56,56
USC00325660,56,56
USC00325013,56,56
USC00323621,56,56
USW00014916,56,56
USC00326857,56,56
USC00323594,56,56
USC00321435,56,56
USC00329155,56,56
USW00014924,56,56
USC00398652,56,56
USC00241518,54,54
USC00248957,54,54
USC00324178,54,54
USC00324180,54,54
USW00094038,54,54
USC00323207,54,54
USC00327450,54,54
USC00327311,54,54
USC00325090,54,54
USC00320995,54,54
USC00328065,54,54
USC00327452,54,54
USC00325211,54,54
USC00326155,54,54
USC00321052,54,54
USC00322588,54,54
USC00327465,54,54
USC00321370,54,54
USC00323004,54,54
USC00320209,54,54
USC00326315,54,54
USC00324091,54,54
USC00320127,54,54
USW00024012,54,54
USC00325479,54,54
USC00327530,54,54
USC00322188,54,54
USC00326365,54,54
USC00324102,54,54
USC00320590,54,54
USC00328660,54,54
USC00321456,54,54
USC00323529,54,54
USC00322809,54,54
USC00322193,54,54
USC00320766,54,54
USC00328812,54,54
USC00329195,54,54
USC00329650,54,54
USC00320767,54,54
USC00322365,54,54
USC00323846,54,54
USC00324722,54,54
USC00323705,54,54
USC00329246,54,54
USC00329233,54,54
USC00324571,54,54
USC00320096,54,54
USC00396636,54,54
USC00397073,54,54
USC00392446,54,54
USC00395325,54,54
USC00392468,54,54
USC00392852,54,54
USW00094056,54,54
USC00392429,54,54
USC00399537,54,54
USC00398528,54,54
USC00394268,54,54
USC00393316,54,54
USC00398307,54,54
USC00390701,54,54
USC00394271,54,54
USC00397569,54,54
USC00394956,54,54
USC00396907,54,54
USC00395048,54,54
USC00395406,54,54
USC00394490,54,54
USC00395381,54,54
USC00394960,54,54
USC00394864,54,54
USC00243753,52,52
USW00024143,52,52
USC00248021,52,52
USC00243749,52,52
USW00024112,52,52
USC00246700,52,52
USC00241525,52,52
USC00244368,52,52
USC00243113,52,52
USC00245340,52,52
USC00245153,52,52
USC00241984,52,52
USC00243176,52,52
USC00241081,52,52
USC00244181,52,52
USC00245983,52,52
USC00240770,52,52
USC00241730,52,52
USC00241974,52,52
USC00243557,52,52
USW00094008,52,52
USC00243934,52,52
USC00247247,52,52
USC00243346,52,52
USC00248501,52,52
USC00248233,52,52
USC00244180,52,52
USC00243554,52,52
USC00245334,52,52
USC00245338,52,52
USC00242438,52,52
USW00094010,52,52
USC00247265,52,52
USC00243110,52,52
USC00247500,52,52
USC00241692,52,52
USC00243929,52,52
USW00094012,52,52
USC00242820,52,52
USC00244512,52,52
USC00243530,52,52
USC00241722,52,52
USC00240554,52,52
USC00246238,52,52
USC00242550,52,52
USC00244174,52,52
USC00248939,52,52
USC00243089,52,52
USC00247248,52,52
USC00247996,52,52
USC00247250,52,52
USC00248941,52,52
USC00243617,52,52
USC00248093,52,52
USC00246672,52,52
USC00247620,52,52
USC00248415,52,52
USC00055322,51,51
USC00057430,51,51
USC00058860,51,51
USW00023061,51,51
USC00050128,51,51
USC00050776,51,51
USC00055706,51,51
USC00052184,51,51
USC00051458,51,51
USC00053541,51,51
USC00051964,51,51
USC00057337,51,51
USC00059216,49,49
USC00058436,49,49
USC00058429,49,49
USC00050102,49,49
USC00058781,49,49
USC00057572,49,49
USC00056977,49,49
USC00057317,49,49
USC00055795,49,49
USC00057370,49,49
USW00093037,49,49
USC00057287,49,49
USC00055734,49,49
USC00052494,49,49
USC00052631,49,49
USC00057510,49,49
USC00051401,49,49
USC00057249,49,49
USC00054452,49,49
USC00056323,49,49
USC00056326,49,49
USW00093067,49,49
USC00055056,49,49
USC00055402,49,49
USC00051547,49,49
USC00054762,49,49
USC00056816,49,49
USC00050848,49,49
USC00052934,49,49
USC00058839,49,49
USC00058690,49,49
USC00296275,49,49
USC00297280,49,49
USC00297279,49,49
USC00294742,49,49
USC00484442,49,49
USC00488808,49,49
USC00482680,49,49
USC00052286,47,47
USW00094082,47,47
USC00055422,47,47
USC00100803,47,47
USC00426534,47,47
USC00423506,47,47
USC00429136,47,47
USC00420086,47,47
USC00426181,47,47
USC00424755,47,47
USC00422558,47,47
USC00420757,47,47
USC00428847,47,47
USC00421008,47,47
USC00423776,47,47
USC00421260,47,47
USC00421162,47,47
USC00420900,47,47
USW00023159,47,47
USC00428456,47,47
USC00426601,47,47
USC00426686,47,47
USC00429514,47,47
USC00421432,47,47
USC00420168,47,47
USC00420527,47,47
USC00421171,47,47
USW00053149,47,47
USC00425148,47,47
USC00424764,47,47
USC00423012,47,47
USC00427559,47,47
USC00427557,47,47
USC00427714,47,47
USC00425402,47,47
USC00426357,47,47
USC00423896,47,47
USC00422424,47,47
USC00422700,47,47
USC00427729,47,47
USC00423836,47,47
USC00422702,47,47
USC00427686,47,47
USC00428119,47,47
USC00426455,47,47
USC00428465,47,47
USC00422057,47,47
USC00426123,47,47
USC00422173,47,47
USC00428733,47,47
USC00420061,47,47
USC00423809,47,47
USC00427909,47,47
USC00425268,47,47
USC00420072,47,47
USC00427846,47,47
USC00421759,47,47
USC00424467,47,47
USC00426644,47,47
USC00427942,47,47
USC00427655,47,47
USC00425892,47,47
USC00427606,47,47
USC00429165,47,47
USC00421446,47,47
USC00420820,47,47
USW00024120,47,47
USC00422864,47,47
USC00421590,47,47
USC00422385,47,47
USC00425826,47,47
USC00429346,47,47
USC00424135,47,47
USC00426404,47,47
USC00426869,47,47
USC00425186,47,47
USC00424856,47,47
USC00420487,47,47
USC00485703,47,47
USC00483100,47,47
USW00004111,47,47
USC00247128,46,46
USC00246190,46,46
USC00242996,46,46
USC00244506,46,46
USC00240780,46,46
USC00245603,46,46
USC00244954,46,46
USC00243939,46,46
USC00245387,46,46
USC00247263,46,46
USC00244545,46,46
USC00244538,46,46
USW00004140,46,46
USC00241557,46,46
USC00244193,46,46
USC00243727,46,46
USW00024036,46,46
USC00245761,46,46
USC00247864,46,46
USC00247159,46,46
USC00241552,46,46
USC00246902,46,46
USC00242347,46,46
USC00240364,46,46
USC00247618,46,46
USC00247540,46,46
USC00243445,46,46
USC00242857,46,46
USC00241737,46,46
USC00249900,46,46
USC00240877,46,46
USC00248693,46,46
USC00242629,46,46
USW00024137,46,46
USC00240392,46,46
USC00242301,46,46
USC00101956,44,44
USC00100667,44,44
USC00108137,44,44
USC00107386,44,44
USC00101079,44,44
USC00107264,44,44
USC00243707,44,44
USC00240110,44,44
USW00024138,44,44
USC00242793,44,44
USC00244447,44,44
USC00244896,44,44
USC00248430,44,44
USC00249067,44,44
USC00241044,44,44
USC00241047,44,44
USW00024150,44,44
USW00024132,44,44
USC00241500,44,44
USC00241840,44,44
USC00245608,44,44
USC00243885,44,44
USC00248783,44,44
USC00242275,44,44
USC00247894,44,44
USC00248930,44,44
USW00024144,44,44
USW00024139,44,44
USC00243157,44,44
USW00024153,44,44
USC00245740,44,44
USC00247286,44,44
USC00245043,44,44
USC00247204,44,44
USC00246635,44,44
USC00246640,44,44
USC00248380,44,44
USC00240755,44,44
USC00248087,44,44
USC00242104,44,44
USC00244558,44,44
USC00244560,44,44
USW00094176,44,44
USW00094119,44,44
USC00455844,44,44
USW00023058,42,42
USC00298127,42,42
USC00293775,42,42
USC00290417,42,42
USC00291721,42,42
USC00294346,42,42
USC00290125,42,42
USC00296281,42,42
USC00291480,42,42
USC00293368,42,42
USC00292436,42,42
USW00023078,42,42
USC00298535,42,42
USC00295079,42,42
USW00093033,42,42
USC00291469,42,42
USC00299569,42,42
USC00296435,42,42
USC00299660,42,42
USC00298819,42,42
USW00003074,42,42
USC00294426,42,42
USC00296659,42,42
USC00293855,42,42
USC00297340,42,42
USC00294026,42,42
USC00290600,42,42
USC00299686,42,42
USC00294112,42,42
USC00295370,42,42
USC00291286,42,42
USC00290199,42,42
USC00290268,42,42
USC00299165,42,42
USC00299128,42,42
USC00292848,42,42
USW00093045,42,42
USW00023009,42,42
USC00297605,42,42
USC00297612,42,42
USC00290992,42,42
USC00297423,42,42
USC00291138,42,42
USC00290983,42,42
USC00298387,42,42
USW00003048,42,42
USC00290915,42,42
USC00295150,42,42
USC00290231,42,42
USW00023050,42,42
USC00411524,42,42
USC00414950,42,42
USC00411715,42,42
USC00416792,42,42
USC00418714,42,42
USW00022016,42,42
USC00418924,42,42
USC00410764,42,42
USC00418926,42,42
USC00417262,42,42
USC00416959,42,42
USC00411416,42,42
USC00415579,42,42
USC00415596,42,42
USC00410174,42,42
USC00419275,42,42
USC00419270,42,42
USC00413262,42,42
USC00416104,42,42
USC00413280,42,42
USW00023091,42,42
USC00410498,42,42
USC00414770,42,42
USC00419295,42,42
USC00418305,42,42
USC00413266,42,42
USC00414425,42,42
USC00413680,42,42
USC00416893,42,42
USC00419088,42,42
USC00412082,42,42
USC00416892,42,42
USC00415999,42,42
USW00003047,42,42
USC00414710,42,42
USC00416932,42,42
USC00417920,42,42
USC00412012,42,42
USW00023040,42,42
USW00023044,42,42
USC00412793,42,42
USW00023055,42,42
USC00412794,42,42
USC00414775,42,42
USC00412354,42,42
USC00417044,42,42
USC00417481,42,42
USC00414931,42,42
USC00412485,42,42
USC00022659,41,41
USC00022140,41,41
USW00003196,41,41
USC00020775,41,41
USC00029562,41,41
USC00025924,41,41
USW00093026,41,41
USC00027619,41,41
USC00026282,41,41
USC00027880,41,41
USC00021231,41,41
USC00028865,41,41
USC00027625,41,41
USC00020380,41,41
USW00003124,41,41
USW00053132,41,41
USC00025418,41,41
USC00027622,41,41
USC00028619,41,41
USC00027334,41,41
USC00027593,41,41
USC00020683,41,41
USC00026716,41,41
USC00026242,41,41
USC00026353,41,41
USC00024675,41,41
USC00021664,41,41
USC00029334,41,41
USC00027560,41,41
USC00021330,41,41
USC00020958,41,41
USC00027530,41,41
USC00026119,41,41
USC00023110,41,41
USC00022754,41,41
USC00027390,41,41
USW00093084,41,41
USC00023150,41,41
USC00290426,41,41
USC00023668,40,40
USC00026132,40,40
USC00020287,40,40
USC00025908,40,40
USC00028998,40,40
USW00023160,40,40
USC00028815,40,40
USW00053131,40,40
USC00028800,40,40
USC00028795,40,40
USC00028817,40,40
USC00028796,40,40
USC00020080,40,40
USC00027036,40,40
USC00021357,40,40
USC00029652,40,40
USC00026513,40,40
USW00003145,40,40
USW00023195,40,40
USC00028396,40,40
USC00029656,40,40
USC00020404,40,40
USC00022807,40,40
USW00053154,40,40
USW00003125,40,40
USC00021306,40,40
USC00023393,40,40
USC00022434,40,40
USC00021314,40,40
USC00023027,40,40
USC00027370,40,40
USC00026194,40,40
USC00020498,40,40
USC00025270,40,40
USC00021514,40,40
USC00024702,40,40
USC00024829,40,40
USC00021026,40,40
USC00028112,40,40
USC00025467,40,40
USC00022782,40,40
USC00028641,40,40
USC00028499,40,40
USW00023183,40,40
USW00093140,40,40
USC00028598,40,40
USC00020288,40,40
USC00024977,40,40
USC00025700,40,40
USC00028214,40,40
USC00029634,40,40
USC00023190,40,40
USC00022790,40,40
USW00003192,40,40
USC00026865,40,40
USC00027462,40,40
USW00003184,40,40
USC00026603,40,40
USC00029464,40,40
USC00020632,40,40
USC00021282,40,40
USC00020949,40,40
USC00020060,40,40
USC00029287,40,40
USC00021353,40,40
USC00024182,40,40
USC00026250,40,40
USC00020100,40,40
USC00029309,40,40
USC00020170,39,39
USC00020174,39,39
USC00020159,39,39
USC00023683,39,39
USC00025412,39,39
USC00026597,39,39
USC00026601,39,39
